patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Nhật Đặng,874018221825,23/02/1996,0532417278,ztran@example.net,"10 Quý cô Lan Dương, 617033",Huyết áp cao,4.27,Thành Hữu Trần,04/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Anh Đức Hoàng,534949902593,27/11/1939,0586910379,john99@example.org,"21 Trung Mai, 555292",Tiểu đường,7.87,Cô Hà Đặng,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Chi Vũ,249393382884,09/09/1967,0518241388,janele@example.org,"050 Nhiên Hoàng Trần, 126985",Huyết áp cao,5.38,Chị Dương Vũ,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Dũng Bùi,971489842492,06/10/1947,0922929295,ynguyen@example.net,"477 Châu Trí Dương, 800596",Tim mạch,7.58,Tùng Bảo Hoàng,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Quý cô Nhật Lê,872797765874,06/06/1967,0544225476,buijohn@example.com,"9 Anh Nhiên Dương, 232315",Tim mạch,7.05,Hồng Trần,26/03/2026
a091e5b4-d293-4e6e-bf4d-093033b0fb53,Linh Hoàng,346680834332,16/03/1947,0891627448,tranjane@example.net,"7 Quý cô Chi Lê, 694116",Khỏe mạnh,6.02,Hà Hoàng,20/01/2026
891f4683-de12-4bf1-893d-6196c926a021,Huy Đức Bùi,200250609765,12/06/2001,0855717305,hoangjane@example.org,"653 Phúc Mai Bảo Lê, 957091",Tiểu đường,4.9,Khoa Vũ,06/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Ông Thành Hoàng,998028603675,11/01/1979,0834108714,gvu@example.com,"7 Bà Nhật Bùi, 918430",Tiểu đường,11.82,Lan Phạm,08/02/2026
08775804-3fde-4814-8ec0-ad4bd6441a9d,Quý cô Lan Nguyễn,364045482131,24/08/1972,0951952697,stran@example.com,"579 Bà Kim Trần, 978343",Huyết áp cao,8.83,Vũ Vũ,06/01/2026
da9408c0-29b4-4cb1-8cb5-ee5c62f5f7c2,Quý cô Nhật Dương,518899916876,30/06/1963,0566797440,maijohn@example.net,"2 Tùng Mai Bảo Mai, 494763",Tim mạch,8.32,Bảo Đức Phạm,01/04/2026
d30608be-8548-467b-ad5c-ba244d59616b,Khoa Đức Nguyễn,561337097899,22/12/2004,0789693489,janebui@example.net,"5 Ánh Bùi, 944554",Tim mạch,5.65,Hải Tấn Lê,05/01/2026
4bacbedf-ff5a-429e-bf53-d344a7c854e4,Chi Hoàng,154406174627,15/03/1988,0839898687,pmai@example.org,"8 Đặng Chi Nguyễn, 593649",Huyết áp cao,4.17,Bà Nhật Mai,05/02/2026
55ec024a-e64b-4b37-ae01-a122f269921c,Lâm Đặng,194032619634,02/10/1965,0736830272,buijohn@example.org,"709 Anh Tú Hoàng, 156688",Tiểu đường,4.23,Chị Lâm Đặng,21/03/2026
e8184f34-e491-4f7d-91c4-6efcfcb896bb,Chị Hải Hoàng,270510035085,11/05/1946,0757249999,janetran@example.com,"743 Yến Trần, 550268",Khỏe mạnh,10.86,Kim Mai Bảo Bùi,01/01/2026
bb0c7919-330c-4ff5-88a5-fa0d09a85dc5,Hải Đức Đặng,953988141500,18/04/1961,0953456148,jane48@example.com,"21 Bà Nhật Nguyễn, 404955",Huyết áp cao,4.35,Bác Huy Lê,08/03/2026
5bf7dda1-7d7c-49a5-a6c1-1650ff02f5b0,Lâm Nguyễn,894857999703,17/12/1937,0312876320,jane42@example.com,"506 Mai Đường
Phương Hoàng, 823255",Khỏe mạnh,7.34,Kim Dương,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Ông Phúc Vũ,173104591004,04/05/1976,0314079466,lduong@example.com,"18 Phúc Hải Dương, 309452",Khỏe mạnh,5.78,Minh Phạm,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Quý cô Khoa Phạm,122114163884,17/08/1963,0585705337,john48@example.org,"972 Cô An Phạm, 410401",Huyết áp cao,9.72,Bảo Nguyễn,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Quang Đặng,550578973940,03/05/1993,0593849048,hoangjohn@example.net,"57 Lâm Trần, 520245",Huyết áp cao,6.23,Nhật Đức Bùi,03/04/2026
e2d903c8-a61a-4d8e-abf7-240fccc62fed,Cô Mai Đặng,340302336485,19/01/1957,0779334416,janehoang@example.org,"6 Hoàng Đường
Bà Thành Bùi, 531262",Tiểu đường,11.7,Ông Vũ Vũ,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Nhiên Đặng,240796943706,27/04/1948,0879527439,janemai@example.com,"890 Vũ Thị Vũ, 887931",Huyết áp cao,6.69,Bác Quang Đặng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Nhật Hải Trần,578365046388,03/11/1997,0768578396,duongjane@example.com,"17 Cô Lâm Phạm, 675771",Khỏe mạnh,8.63,Ánh Trần,28/04/2026
4dfa21be-a335-42c8-9e7b-1e95f692641a,Anh Tú Đặng Đặng,466109716501,30/09/1942,0529478908,maijohn@example.net,"5 Bác Nam Mai, 970196",Huyết áp cao,7.05,Tùng Mai,14/03/2026
e599bd3c-0bb8-4d38-9b37-ef19b3bc912f,Lâm Tấn Vũ,609924240855,01/12/1949,0860226221,john07@example.net,"5 Jane Đường
Nam Trần, 717942",Khỏe mạnh,7.42,Quý cô An Mai,10/01/2026
d6bca712-6ecc-4931-af70-5d018da03d88,Anh Nhiên Đặng,541256644041,30/10/1952,0942915613,lejohn@example.com,"3 Anh Trọng Đặng, 244892",Huyết áp cao,11.24,Khoa Thế Mai,02/03/2026
8db78572-ef7d-4821-bca0-258eb63d65d5,Cô Lan Đặng,442779409742,27/11/1974,0722968152,john48@example.com,"1 Nhật Nguyễn, 947568",Huyết áp cao,8.61,Vân Trần,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Chị Hương Hoàng,285766438119,06/04/1957,0513443430,janeduong@example.com,"0 Nam Đức Bùi, 922405",Tim mạch,7.9,Hưng Bùi,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Bà Linh Phạm,539878572940,26/07/1969,0770878565,john58@example.com,"8 Yến Bùi, 178086",Tiểu đường,9.56,Chị Nhật Mai,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Cô Chi Phạm,648625807430,24/01/1970,0331348380,phamjane@example.com,"590 Ông Phúc Phạm, 645895",Tiểu đường,11.29,Phương Lê,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Quý ông Dũng Dương Đặng,231861803938,01/06/1980,0952199170,tranjane@example.org,"573 Quý cô Khoa Phạm, 369054",Huyết áp cao,5.37,Nam Mai,14/03/2026
7210045a-823c-4ef9-8d85-65ce83a9c235,Chị Kim Bùi,979757637290,14/12/1978,0342110110,janele@example.com,"361 Duyên Bùi, 447828",Khỏe mạnh,10.51,Hương Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Hải Xuân Nguyễn,693795584068,24/07/1970,0716659446,jane35@example.org,"618 John Đường
Lâm Vũ, 925115",Tim mạch,7.97,Trọng Trần,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Nhật Đức Mai,627145419286,19/08/1956,0347252183,john20@example.net,"50 John Đường
Bảo Hoàng, 320256",Tim mạch,6.34,Trung Bảo Mai,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Chị Hạnh Bùi,352912118904,16/01/1960,0591780895,john06@example.org,"1 Hải Lê, 234443",Tim mạch,7.25,Cô Thảo Hoàng,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Bảo Hoàng,370010058349,06/02/1956,0370244591,janenguyen@example.net,"6 Đặng Anh Thành Trần, 566991",Khỏe mạnh,4.96,Khoa Mai Bảo Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Tú Bảo Đặng,553484615955,03/02/1962,0360884571,tranjohn@example.com,"3 Quý cô Khoa Hoàng, 909652",Huyết áp cao,10.38,Hoàng Dương,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Bảo Đặng,816747068786,06/12/1957,0740466403,janehoang@example.org,"7 Quý cô Hồng Dương, 377198",Khỏe mạnh,4.94,Quang Thị Phạm,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,An Lê,188214546101,19/06/1979,0735708962,nguyenjohn@example.net,"65 Cô Mai Nguyễn, 610511",Khỏe mạnh,6.79,Ông Minh Lê,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Kim Bùi,835360699549,18/10/1960,0377971752,janenguyen@example.net,"51 Vũ Mai Đặng, 355506",Tim mạch,11.6,Lan Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Bảo Phạm,120518897766,07/05/1955,0378950389,johnbui@example.com,"9 Nhật Tấn Lê, 278852",Tim mạch,7.25,Quý cô Duyên Lê,24/04/2026
9f8acdeb-2e8f-45a8-847a-3b7ed209383b,Phúc Đặng,382095635622,28/01/1997,0736638647,ftran@example.org,"886 Tú Dương, 627778",Tim mạch,5.67,Hà Dương,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Hạnh Hoàng,765882783789,29/05/2006,0361184733,johnvu@example.com,"65 Nhật Nguyễn, 187889",Tiểu đường,6.26,Trọng Mai,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Quang Dương,181146434083,25/05/1951,0741966313,jane96@example.org,"12 Trọng Hữu Dương, 483405",Tim mạch,4.7,Thành Phạm,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Kim Đặng,851991579972,13/03/2001,0858758018,john96@example.com,"1 Quý cô Chi Lê, 939756",Tim mạch,11.42,Lan Bùi,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Anh Tú Nguyễn,183845585184,10/05/1947,0736419472,dangjane@example.net,"6 Bà Phương Phạm, 111230",Tim mạch,7.69,Bà Mai Nguyễn,27/04/2026
3b4ec9f5-b2cd-4a0a-840c-5cb082b34384,Kim Phạm,945468779851,26/05/1935,0937492897,jane11@example.com,"93 Anh Nam Bùi, 955129",Huyết áp cao,4.52,Quang Hoàng,07/02/2026
932d1648-6769-40f1-ae01-b9e0746b161a,Anh Vũ Bùi,449209918469,08/10/1990,0997824818,jmai@example.org,"4 Khoa Mai, 913274",Tiểu đường,9.74,Quý ông Nhiên Nguyễn,04/04/2026
61f6dfbe-114b-4c79-8200-79f51dc3c26e,Minh Xuân Hoàng Đặng,870506884928,28/06/1991,0814471774,maijane@example.net,"827 Đặng Bà Dương Dương, 816289",Huyết áp cao,6.66,Quý cô Yến Phạm,15/02/2026
43f19b58-df6c-4d60-bdf7-6a69bc45144a,Bà Hồng Nguyễn,190294745561,25/10/1983,0387523143,ptran@example.org,"0 Bác Minh Phạm, 388078",Huyết áp cao,5.51,Anh Minh Vũ,19/03/2026
20d4ba18-93a0-4478-800b-19de38db128d,Vũ Dương,227362154298,16/06/2000,0328276064,buijane@example.org,"18 Đặng Đường
Huy Trí Bùi, 205641",Tiểu đường,10.94,Quang Đức Lê,17/04/2026
78aa16ea-44f7-401a-bcb5-26d7434a130e,Huy Đặng,699108113323,21/01/1993,0727383592,johnduong@example.org,"29 Thành Lê, 553214",Khỏe mạnh,10.97,Lâm Trí Lê,02/04/2026
6be8c756-2d36-426c-827e-789cce40483b,Nhật Lê,862634528705,30/04/1978,0310683557,jane41@example.net,"12 Cô Hà Trần, 880762",Huyết áp cao,7.32,Anh Phú Đặng,19/04/2026
41f9994a-cf5d-437f-ae8d-5daa8eb7c306,Nam Tấn Nguyễn,824911062416,21/02/1983,0325993776,johnle@example.org,"7 Bảo Hoàng Nguyễn, 771697",Khỏe mạnh,6.48,Huy Hữu Trần,16/01/2026
50405c43-3a6c-4da6-97f7-d71f2978cc73,Khoa Đức Hoàng,526889517382,07/03/1989,0514145623,johnle@example.com,"JohnQuận
341 Nhật Trí Phạm, 208013",Tiểu đường,4.69,Hà Dương,17/04/2026
65a29cc8-c55b-495d-86bf-d9c40dc78104,Kim Tấn Dương,670674248664,28/06/1956,0927759529,janepham@example.org,"22 John Đường
Cô Bảo Hoàng, 589887",Tim mạch,11.53,Tùng Dương,27/01/2026
8a0ec018-b297-49b2-b2cf-fcaef833ebfb,Hà Đặng,813076377077,23/07/1994,0923963683,nle@example.org,"56 Hà Mai Bảo Đặng, 400692",Tim mạch,3.77,Ông Châu Dương,28/02/2026
cc476b72-6e31-4234-8410-010802568389,Quý ông Nhiên Hoàng,590854329013,04/05/1936,0382356494,ftran@example.org,"6 Bà Hương Nguyễn, 901676",Tim mạch,3.61,Khoa Mai,22/02/2026
1186da93-da7d-4c53-b020-cf0669b41194,Hạnh Bùi,959892087217,01/05/1997,0791438246,lejohn@example.org,"208 Khoa Vũ, 849937",Tiểu đường,7.16,Ông Quang Trần,30/01/2026
578799d9-3799-4376-be5b-3ac903c501fe,Dũng Lê Đặng,655892486881,19/06/1998,0393559921,hduong@example.org,"872 Trung Đức Vũ, 908688",Huyết áp cao,7.31,Anh Hưng Phạm,31/03/2026
85695f97-180d-4855-855f-fde8bc3e1d19,Phúc Mai Bảo Mai,259631498532,30/04/1979,0324460259,janehoang@example.org,"4 Jane Đường
Bác Quang Lê, 555251",Khỏe mạnh,10.02,Nam Xuân Vũ,24/04/2026
3e3b1a40-ca05-43a2-a553-b15f1ea15b0f,Bà Lan Hoàng,904308191006,16/01/2000,0542405374,lejane@example.org,"9 Nguyễn Đường
JohnPhường, 662407",Huyết áp cao,7.95,Bảo Dương,15/02/2026
c9df301e-8ef0-4de1-bb4f-19725115d7ee,Minh Phú Bùi,537378553925,09/10/1986,0780537855,duongjohn@example.org,"7 Cô Khoa Mai, 971733",Khỏe mạnh,10.75,Cô Phương Lê,29/03/2026
8aa6b006-436a-4b9d-91c5-6a004bb13407,Kim Dương,272069717977,12/12/1986,0839913850,obui@example.com,"18 Phương Đức Vũ, 772036",Tim mạch,11.05,Tú Đức Mai,08/05/2026
f013a170-d5cf-4b4c-8b34-fc841111ee29,Kim Đức Trần,750335721713,05/12/1949,0994343091,wvu@example.net,"7 Quang Hoàng, 787603",Tim mạch,6.6,Ông Bảo Nguyễn,12/03/2026
e3f342a8-f030-4fd4-be54-898e8eda6433,Chị Ánh Bùi,140333698478,15/07/1971,0595786116,john32@example.net,"386 Hoàng Dương, 704570",Tiểu đường,6.16,Bảo Bảo Trần,02/02/2026
66cc7376-8cca-4963-ae2e-77a4cadec379,Cô Kim Trần Đặng,934395518354,02/04/1978,0899026002,johnmai@example.com,"8 Tú Phạm, 516379",Tiểu đường,8.59,Yến Nguyễn,25/02/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Hoàng Xuân Hoàng,102111866152,23/07/1965,0883767449,npham@example.com,"075 Mai Lê, 368691",Tim mạch,3.91,Vũ Hoàng,19/03/2026
bbf8da91-37a9-4824-aafa-4d5b91ae3d4c,Nhật Đặng,714445814073,11/01/2001,0812507381,pnguyen@example.net,"961 Quý cô Duyên Nguyễn, 907812",Khỏe mạnh,5.99,Cô Dương Bùi,11/01/2026
51beba8e-0a8a-4b94-863d-fcd64e0648d0,Nhật Dương,709634842363,17/03/1956,0969478960,john70@example.net,"646 Ông Trọng Vũ, 518582",Khỏe mạnh,7.54,Vũ Bùi,08/04/2026
2160446e-b2a7-4475-8619-67736f3acf33,Thành Xuân Nguyễn,997473885895,03/10/2001,0511591397,johnpham@example.org,"146 Bảo Phú Đặng, 465227",Tim mạch,4.37,Bà Linh Hoàng,08/05/2026
2b54500d-4e08-4bb4-8509-d55806326b36,Tùng Trần,896162252297,16/03/1955,0870405807,duongjane@example.com,"1 Nam Phạm, 827497",Huyết áp cao,7.27,Hạnh Dương,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Phúc Đặng,918487296786,24/07/1970,0978752399,janepham@example.com,"98 Khoa Dương, 747983",Huyết áp cao,5.89,Hưng Dương,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Chị Lan Lê,322362911283,15/12/1937,0536833007,tranjane@example.com,"Dương Đặng
387 Dương Đặng, 655132",Khỏe mạnh,5.8,Dũng Dương,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Quang Dương,609139395052,31/07/2003,0863390338,duongjane@example.net,"256 Hoàng Bùi, 260169",Tiểu đường,6.32,Hạnh Tấn Dương,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Bảo Mai Lê,148265021397,07/10/1953,0331953943,johnhoang@example.com,"881 Anh Phú Phạm, 418083",Tim mạch,9.52,Bác Hoàng Phạm,21/01/2026
c32fc21b-06b4-4d27-af4b-8be821acfdb5,Bà Nhật Trần,883776487579,14/10/1966,0535961199,johnvu@example.org,"897 Quý ông Hoàng Bùi, 271742",Huyết áp cao,7.12,Chị Ngọc Bùi,03/01/2026
69bd40d8-f340-4dd3-8515-75b9ece9504b,Ông Phúc Đặng,582792988539,11/05/1944,0886499566,john76@example.com,"660 Đặng Thành Dương, 967182",Khỏe mạnh,7.76,Xuân Phạm,11/04/2026
