patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Châu Mai Bảo Đặng,072088309144,26/09/2003,0833365027,jane42@example.org,"407 Hoàng Làng
Thành phố JohnPhường, 352867",Huyết áp cao,3.53,Tùng Nguyễn,12/02/2026
cc21cbdb-fb8f-48c4-98b4-8ead93608edf,Thành Xuân Lê,255052682484,22/07/1967,0369349227,jane90@example.net,"3 Mai Khu
Thị xã JohnThành phố, 158896",Tiểu đường,5.01,Chị Ngọc Mai,03/04/2026
9d37efb6-eafb-4e90-94ec-84ce002ccb25,Chị Linh Lê,011202774304,26/05/1979,0502978018,nguyenjohn@example.net,"851 Bùi Ngõ
JaneHuyện, 243079",Khỏe mạnh,7.4,Quý cô Hải Dương,07/05/2026
f7ff88d4-b509-408a-ac98-8bca51397c06,Quang Xuân Bùi,664330618414,12/02/1977,0965614200,john20@example.net,"0 Jane Làng
Thị xã JohnHuyện, 881549",Khỏe mạnh,11.72,Lâm Đặng,04/03/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Nhật Đặng,069709709678,23/02/1996,0567555280,vujohn@example.org,"10 Jane Dãy
JohnThị xã, 617033",Huyết áp cao,4.27,Thành Hữu Trần,04/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Chị Chi Trần,873652592110,27/11/1939,0374881928,john54@example.org,"21 Jane Dãy
Thị xã JohnXã, 555292",Tiểu đường,7.87,Cô Hà Đặng,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Khoa Vũ,977740321640,09/09/1967,0861573043,nguyenjane@example.net,"050 Trần Khu
JohnThành phố, 126985",Huyết áp cao,5.38,Chị Dương Vũ,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Nhật Mai Bảo Vũ,133179385722,06/10/1947,0317978431,xle@example.com,"477 Phạm Khu
Quận JohnThành phố, 800596",Tim mạch,7.58,Tùng Bảo Hoàng,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Phương Mai Bảo Hoàng,233300879316,06/06/1967,0389044709,fvu@example.com,"9 John Dãy
Quận JohnQuận, 232315",Tim mạch,7.05,Hồng Trần,26/03/2026
a091e5b4-d293-4e6e-bf4d-093033b0fb53,Bà Thành Trần,021627535165,16/03/1947,0874787954,zmai@example.net,"7 Jane Ngõ
JohnQuận, 694116",Khỏe mạnh,6.02,Hà Hoàng,20/01/2026
891f4683-de12-4bf1-893d-6196c926a021,Huy Đức Bùi,106438066676,12/06/2001,0861552302,lnguyen@example.com,"653 Jane Khu
JohnHuyện, 957091",Tiểu đường,4.9,Khoa Vũ,06/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Chị Thảo Dương,067648890152,11/01/1979,0993015862,jane91@example.org,"7 Nguyễn Hẻm
Huyện JaneQuận, 918430",Tiểu đường,11.82,Lan Phạm,08/02/2026
08775804-3fde-4814-8ec0-ad4bd6441a9d,Ông Quang Phạm,883978985043,24/08/1972,0593314599,jane86@example.net,"579 Lê Dãy
JaneQuận, 978343",Huyết áp cao,8.83,Vũ Vũ,06/01/2026
da9408c0-29b4-4cb1-8cb5-ee5c62f5f7c2,Chị Dương Phạm,350254999050,30/06/1963,0328454550,jane80@example.net,"2 John Khu
JaneThị xã, 494763",Tim mạch,8.32,Bảo Đức Phạm,01/04/2026
d30608be-8548-467b-ad5c-ba244d59616b,Khoa Đức Nguyễn,368291798921,22/12/2004,0538128369,jane41@example.com,"5 Vũ Khu
Quận JohnThành phố, 944554",Tim mạch,5.65,Hải Tấn Lê,05/01/2026
4bacbedf-ff5a-429e-bf53-d344a7c854e4,Huy Bùi,591175759279,15/03/1988,0371352287,hoangjohn@example.com,"8 Đặng Khu
Quận JaneThành phố, 593649",Huyết áp cao,4.17,Bà Nhật Mai,05/02/2026
55ec024a-e64b-4b37-ae01-a122f269921c,Lâm Đặng,941459717753,02/10/1965,0885070967,jane55@example.com,"709 Jane Làng
Thị xã JaneThị xã, 156688",Tiểu đường,4.23,Chị Lâm Đặng,21/03/2026
e8184f34-e491-4f7d-91c4-6efcfcb896bb,Anh Dũng Lê,180715278155,11/05/1946,0322821582,odang@example.org,"743 John Dãy
Quận JanePhường, 550268",Khỏe mạnh,10.86,Kim Mai Bảo Bùi,01/01/2026
bb0c7919-330c-4ff5-88a5-fa0d09a85dc5,Nam Tấn Mai,009072508203,18/04/1961,0927821879,nguyenjohn@example.org,"21 Mai Khu
Thành phố JohnHuyện, 404955",Huyết áp cao,4.35,Bác Huy Lê,08/03/2026
5bf7dda1-7d7c-49a5-a6c1-1650ff02f5b0,Chị Xuân Bùi,343972926027,17/12/1937,0948181117,johnle@example.org,"506 Mai Đường
Thành phố JohnThành phố, 823255",Khỏe mạnh,7.34,Kim Dương,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Chị Nhật Nguyễn,300929488643,04/05/1976,0966838836,qtran@example.net,"18 Jane Ngõ
Thị xã JohnXã, 309452",Khỏe mạnh,5.78,Minh Phạm,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Vân Dương,806242837873,17/08/1963,0749777069,pdang@example.org,"972 John Ngõ
JohnThị xã, 410401",Huyết áp cao,9.72,Bảo Nguyễn,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Quang Đặng,485254313676,03/05/1993,0330272187,tranjohn@example.org,"57 Trần Tổ
JohnThành phố, 520245",Huyết áp cao,6.23,Nhật Đức Bùi,03/04/2026
e2d903c8-a61a-4d8e-abf7-240fccc62fed,Cô Bảo Nguyễn,391305449401,19/01/1957,0820700980,buijane@example.net,"6 Hoàng Đường
Thị xã JaneThành phố, 531262",Tiểu đường,11.7,Ông Vũ Vũ,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Bà Vân Mai,647785577449,27/04/1948,0599070774,epham@example.com,"890 John Dãy
JohnThành phố, 887931",Huyết áp cao,6.69,Bác Quang Đặng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Kim Hải Trần,865199016039,03/11/1997,0976850156,choang@example.org,"17 John Số
JohnXã, 675771",Khỏe mạnh,8.63,Ánh Trần,28/04/2026
4dfa21be-a335-42c8-9e7b-1e95f692641a,Quý cô Linh Đặng,863424937245,30/09/1942,0907657966,janedang@example.net,"5 Trần Ngõ
Thành phố JaneHuyện, 970196",Huyết áp cao,7.05,Tùng Mai,14/03/2026
e599bd3c-0bb8-4d38-9b37-ef19b3bc912f,Quý cô Bảo Bùi,190370400027,01/12/1949,0538230852,john31@example.com,"5 Jane Đường
Thị xã JanePhường, 717942",Khỏe mạnh,7.42,Quý cô An Mai,10/01/2026
d6bca712-6ecc-4931-af70-5d018da03d88,Anh Nhiên Lê,827370064319,30/10/1952,0778201983,buijane@example.net,"3 Bùi Tổ
JaneQuận, 244892",Huyết áp cao,11.24,Khoa Thế Mai,02/03/2026
8db78572-ef7d-4821-bca0-258eb63d65d5,Chị Mai Hoàng,718210733105,27/11/1974,0556718872,john28@example.net,"1 Mai Dãy
JaneThị xã, 947568",Huyết áp cao,8.61,Vân Trần,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Mai Vũ,701637460493,06/04/1957,0731244393,jane20@example.net,"0 Dương Ngõ
Thị xã JohnXã, 922405",Tim mạch,7.9,Hưng Bùi,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Tùng Thị Nguyễn,907325499614,26/07/1969,0398747290,janepham@example.net,"8 John Khu
JohnPhường, 178086",Tiểu đường,9.56,Chị Nhật Mai,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Hoàng Lê,196993246345,24/01/1970,0854472192,dangjane@example.net,"590 Dương Tổ
Huyện JohnQuận, 645895",Tiểu đường,11.29,Phương Lê,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Quang Hoàng Đặng,261328975501,01/06/1980,0358994247,jane39@example.net,"573 John Tổ
JohnThị xã, 369054",Huyết áp cao,5.37,Nam Mai,14/03/2026
7210045a-823c-4ef9-8d85-65ce83a9c235,Ông Khoa Phạm,652590082205,14/12/1978,0959434161,tranjohn@example.net,"361 Jane Ngõ
Thành phố JanePhường, 447828",Khỏe mạnh,10.51,Hương Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Khoa Phạm,083372265587,24/07/1970,0342080854,cbui@example.net,"618 John Đường
Huyện JohnHuyện, 925115",Tim mạch,7.97,Trọng Trần,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Hải Văn Dương,932081045117,19/08/1956,0904338305,johnbui@example.net,"50 John Đường
Thị xã JohnHuyện, 320256",Tim mạch,6.34,Trung Bảo Mai,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Trung Trần,992443704005,16/01/1960,0909822545,maijane@example.net,"1 Trần Làng
JaneHuyện, 234443",Tim mạch,7.25,Cô Thảo Hoàng,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Bác Trọng Vũ,096712978143,06/02/1956,0356761386,jane62@example.org,"6 Đặng Hẻm
JaneThị xã, 566991",Khỏe mạnh,4.96,Khoa Mai Bảo Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Hoàng Mai,012857440407,03/02/1962,0747730858,john10@example.net,"3 Jane Dãy
Huyện JaneQuận, 909652",Huyết áp cao,10.38,Hoàng Dương,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Dương Phạm,668340135781,06/12/1957,0755325573,janele@example.org,"7 Nguyễn Làng
JohnThành phố, 377198",Khỏe mạnh,4.94,Quang Thị Phạm,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Quý ông Hưng Nguyễn,971983104487,19/06/1979,0973331172,maijane@example.net,"65 Jane Số
Thị xã JaneHuyện, 610511",Khỏe mạnh,6.79,Ông Minh Lê,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Trung Lê,228754226454,18/10/1960,0391586493,janehoang@example.net,"51 Dương Dãy
Quận JaneThành phố, 355506",Tim mạch,11.6,Lan Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Xuân Hoàng,648180964039,07/05/1955,0808621203,lejane@example.org,"9 Jane Ngõ
Thị xã JaneThị xã, 278852",Tim mạch,7.25,Quý cô Duyên Lê,24/04/2026
9f8acdeb-2e8f-45a8-847a-3b7ed209383b,Phúc Đặng,650356603969,28/01/1997,0730774295,phamjane@example.com,"886 John Hẻm
JohnXã, 627778",Tim mạch,5.67,Hà Dương,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Xuân Bùi,636331201705,29/05/2006,0547819074,cdang@example.net,"65 Jane Hẻm
JaneQuận, 187889",Tiểu đường,6.26,Trọng Mai,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Duyên Mai,618675814208,25/05/1951,0530988408,buijohn@example.net,"12 Hoàng Khu
JaneXã, 483405",Tim mạch,4.7,Thành Phạm,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Bà Phương Mai,617570374052,13/03/2001,0967678013,jane95@example.net,"1 Jane Hẻm
Quận JaneHuyện, 939756",Tim mạch,11.42,Lan Bùi,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Quý cô Khoa Bùi,108052881895,10/05/1947,0898419962,vujohn@example.com,"6 Hoàng Khu
Quận JaneThị xã, 111230",Tim mạch,7.69,Bà Mai Nguyễn,27/04/2026
3b4ec9f5-b2cd-4a0a-840c-5cb082b34384,Cô Thành Phạm,642416320870,26/05/1935,0559549946,johnvu@example.com,"93 John Ngõ
JaneHuyện, 955129",Huyết áp cao,4.52,Quang Hoàng,07/02/2026
932d1648-6769-40f1-ae01-b9e0746b161a,Thảo Lê,111759670753,08/10/1990,0782463536,maijohn@example.net,"4 Dương Số
JohnHuyện, 913274",Tiểu đường,9.74,Quý ông Nhiên Nguyễn,04/04/2026
61f6dfbe-114b-4c79-8200-79f51dc3c26e,Chị Vi Đặng,707830525760,28/06/1991,0703271377,john43@example.com,"827 Đặng Làng
JohnPhường, 816289",Huyết áp cao,6.66,Quý cô Yến Phạm,15/02/2026
43f19b58-df6c-4d60-bdf7-6a69bc45144a,Chị Mai Phạm,608101450859,25/10/1983,0332940708,johntran@example.org,"0 Jane Tổ
JaneXã, 388078",Huyết áp cao,5.51,Anh Minh Vũ,19/03/2026
20d4ba18-93a0-4478-800b-19de38db128d,Vân Bùi,532310933392,16/06/2000,0771813508,maijane@example.com,"18 Đặng Đường
Quận JaneXã, 205641",Tiểu đường,10.94,Quang Đức Lê,17/04/2026
78aa16ea-44f7-401a-bcb5-26d7434a130e,Quang Xuân Dương,088167086269,21/01/1993,0581454818,janedang@example.com,"29 John Ngõ
JohnXã, 553214",Khỏe mạnh,10.97,Lâm Trí Lê,02/04/2026
6be8c756-2d36-426c-827e-789cce40483b,Anh Minh Mai,020720554451,30/04/1978,0890366702,qvu@example.net,"12 John Khu
JohnThị xã, 880762",Huyết áp cao,7.32,Anh Phú Đặng,19/04/2026
41f9994a-cf5d-437f-ae8d-5daa8eb7c306,Nam Bảo Trần,102589014884,21/02/1983,0391530111,johnvu@example.com,"7 Jane Khu
JohnQuận, 771697",Khỏe mạnh,6.48,Huy Hữu Trần,16/01/2026
50405c43-3a6c-4da6-97f7-d71f2978cc73,Khoa Đức Hoàng,424641170832,07/03/1989,0732799606,jane59@example.net,"JohnQuận
341 John Số, 208013",Tiểu đường,4.69,Hà Dương,17/04/2026
65a29cc8-c55b-495d-86bf-d9c40dc78104,Hà Vũ,092541801162,28/06/1956,0550283788,buijane@example.org,"22 John Đường
JaneThị xã, 589887",Tim mạch,11.53,Tùng Dương,27/01/2026
8a0ec018-b297-49b2-b2cf-fcaef833ebfb,Quý cô Hải Hoàng,638869057178,23/07/1994,0572252565,jane78@example.org,"56 Lê Khu
Thành phố JohnHuyện, 400692",Tim mạch,3.77,Ông Châu Dương,28/02/2026
cc476b72-6e31-4234-8410-010802568389,Trọng Phạm,924576238462,04/05/1936,0756337075,john68@example.com,"6 Phạm Khu
Thị xã JohnXã, 901676",Tim mạch,3.61,Khoa Mai,22/02/2026
1186da93-da7d-4c53-b020-cf0669b41194,Chị Hạnh Trần,156397853729,01/05/1997,0545895580,svu@example.net,"208 John Ngõ
JaneQuận, 849937",Tiểu đường,7.16,Ông Quang Trần,30/01/2026
578799d9-3799-4376-be5b-3ac903c501fe,Hạnh Mai Bảo Đặng,328312672954,19/06/1998,0596499578,dangjohn@example.org,"872 Jane Số
Thành phố JohnThị xã, 908688",Huyết áp cao,7.31,Anh Hưng Phạm,31/03/2026
85695f97-180d-4855-855f-fde8bc3e1d19,Quý cô Hồng Vũ,538549103004,30/04/1979,0565491464,johnmai@example.net,"4 Jane Đường
Thành phố JohnPhường, 555251",Khỏe mạnh,10.02,Nam Xuân Vũ,24/04/2026
3e3b1a40-ca05-43a2-a553-b15f1ea15b0f,Ngọc Hoàng,783166041021,16/01/2000,0771775638,janetran@example.org,"9 Nguyễn Đường
JohnPhường, 662407",Huyết áp cao,7.95,Bảo Dương,15/02/2026
c9df301e-8ef0-4de1-bb4f-19725115d7ee,Bảo Hoàng Nguyễn,187665117311,09/10/1986,0557575135,john40@example.com,"7 John Tổ
JaneHuyện, 971733",Khỏe mạnh,10.75,Cô Phương Lê,29/03/2026
8aa6b006-436a-4b9d-91c5-6a004bb13407,Bảo Văn Mai,094451141099,12/12/1986,0382657340,johnhoang@example.com,"18 Phạm Dãy
Huyện JaneThị xã, 772036",Tim mạch,11.05,Tú Đức Mai,08/05/2026
f013a170-d5cf-4b4c-8b34-fc841111ee29,Chị An Phạm,288420001459,05/12/1949,0854175455,gpham@example.org,"7 Nguyễn Tổ
Thành phố JohnQuận, 787603",Tim mạch,6.6,Ông Bảo Nguyễn,12/03/2026
e3f342a8-f030-4fd4-be54-898e8eda6433,Thành Thị Hoàng,004216021195,15/07/1971,0923868405,tranjane@example.org,"386 John Làng
Thị xã JohnPhường, 704570",Tiểu đường,6.16,Bảo Bảo Trần,02/02/2026
66cc7376-8cca-4963-ae2e-77a4cadec379,Phúc Mai Đặng,029879868548,02/04/1978,0849111943,jane66@example.net,"8 Jane Khu
JaneThị xã, 516379",Tiểu đường,8.59,Yến Nguyễn,25/02/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Nam Vũ,993973864454,23/07/1965,0327873836,janenguyen@example.net,"075 John Khu
JohnQuận, 368691",Tim mạch,3.91,Vũ Hoàng,19/03/2026
bbf8da91-37a9-4824-aafa-4d5b91ae3d4c,Nhật Đặng,650009350364,11/01/2001,0332917913,janehoang@example.org,"961 Jane Tổ
JaneThành phố, 907812",Khỏe mạnh,5.99,Cô Dương Bùi,11/01/2026
51beba8e-0a8a-4b94-863d-fcd64e0648d0,Bà Phương Phạm,852705496551,17/03/1956,0722245315,buijane@example.net,"646 John Tổ
Thị xã JohnXã, 518582",Khỏe mạnh,7.54,Vũ Bùi,08/04/2026
2160446e-b2a7-4475-8619-67736f3acf33,Quý cô Phương Phạm,039453087078,03/10/2001,0847095448,mhoang@example.net,"146 Hoàng Ngõ
Thị xã JaneHuyện, 465227",Tim mạch,4.37,Bà Linh Hoàng,08/05/2026
2b54500d-4e08-4bb4-8509-d55806326b36,Trọng Mai Hoàng,052491180628,16/03/1955,0591841211,onguyen@example.org,"1 John Làng
Huyện JohnHuyện, 827497",Huyết áp cao,7.27,Hạnh Dương,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Chị Vân Mai,057150429366,24/07/1970,0733997554,uhoang@example.org,"98 Jane Hẻm
Huyện JohnPhường, 747983",Huyết áp cao,5.89,Hưng Dương,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Quang Trần,415145834731,15/12/1937,0848458425,jane36@example.net,"Huyện JaneXã
387 John Làng, 655132",Khỏe mạnh,5.8,Dũng Dương,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Quang Thế Phạm,987523324926,31/07/2003,0863118563,john46@example.org,"256 John Số
Thị xã JohnXã, 260169",Tiểu đường,6.32,Hạnh Tấn Dương,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Chị Thảo Mai,419629987494,07/10/1953,0346029813,ple@example.net,"881 Jane Hẻm
Huyện JaneThị xã, 418083",Tim mạch,9.52,Bác Hoàng Phạm,21/01/2026
c32fc21b-06b4-4d27-af4b-8be821acfdb5,Trọng Hoàng,929922749698,14/10/1966,0343757480,johnnguyen@example.com,"897 Lê Số
JaneQuận, 271742",Huyết áp cao,7.12,Chị Ngọc Bùi,03/01/2026
69bd40d8-f340-4dd3-8515-75b9ece9504b,Chị Vi Phạm,040392868101,11/05/1944,0874170936,janehoang@example.com,"660 Đặng Số
Thành phố JaneThị xã, 967182",Khỏe mạnh,7.76,Xuân Phạm,11/04/2026
